Paper, URL, Conference, Year,data,description,txtName
Riposte: An Anonymous Messaging System Handling Millions of Users.,https://doi.org/10.1109/SP.2015.27,sp,2015,,,07163034.txt
A QoE Perspective on Sizing Network Buffers.,http://doi.acm.org/10.1145/2663716.2663730,imc,2014,,,p333-hohlfeld.txt
Reasons Dynamic Addresses Change.,http://dl.acm.org/citation.cfm?id=2987461,imc,2016,,,p183-padmanabhan.txt
PIRMAP: Efficient Private Information Retrieval for MapReduce.,https://doi.org/10.1007/978-3-642-39884-1_32,fc,2013,,,11-1.txt
"Efficient, Compromise Resilient and Append-Only Cryptographic Schemes for Secure Audit Logging.",https://doi.org/10.1007/978-3-642-32946-3_12,fc,2012,,,paper_23.txt
FANCI: identification of stealthy malicious logic using boolean functional analysis.,http://doi.acm.org/10.1145/2508859.2516654,ccs,2013,,,p697-waksman.txt
MERS: Statistical Test Generation for Side-Channel Analysis based Trojan Detection.,http://doi.acm.org/10.1145/2976749.2978396,ccs,2016,,,p130-huang 2.31.51 PM.txt
How I Learned to be Secure: a Census-Representative Survey of Security Advice Sources and Behavior.,http://doi.acm.org/10.1145/2976749.2978307,ccs,2016,,,p666-redmiles 2.31.51 PM.txt
KI-Mon: A Hardware-assisted Event-triggered Monitoring Platform for Mutable Kernel Object.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/lee,uss,2013,,,sec13-paper_lee.txt
GUITAR: Piecing Together Android App GUIs from Memory Images.,http://doi.acm.org/10.1145/2810103.2813650,ccs,2015,,,p120-saltaformaggio.txt
CHEX: statically vetting Android apps for component hijacking vulnerabilities.,http://doi.acm.org/10.1145/2382196.2382223,ccs,2012,,,p229-lu 2.31.53 PM.txt
Towards Better Internet Citizenship: Reducing the Footprint of Internet-wide Scans by Topology Aware Prefix Selection.,http://dl.acm.org/citation.cfm?id=2987457,imc,2016,,,p421-klick.txt
Proof-of-Work as Anonymous Micropayment: Rewarding a Tor Relay.,https://doi.org/10.1007/978-3-662-47854-7_27,fc,2015,,,paper_71.txt
Can Knowledge of Technical Debt Help Identify Software Vulnerabilities?,https://www.usenix.org/conference/cset16/workshop-program/presentation/nord,usscset,2016,,,cset16-paper-nord.txt
Hacking Blind.,https://doi.org/10.1109/SP.2014.22,sp,2014,,,sec14-paper-marczak 2.31.51 PM.txt
Leaky Birds: Exploiting Mobile Application Traffic for Surveillance.,https://doi.org/10.1007/978-3-662-54970-4_22,fc,2016,,,22_Vanrykel 2.31.51 PM.txt
User Profiling in the Time of HTTPS.,http://dl.acm.org/citation.cfm?id=2987451,imc,2016,,,p373-gonzalez.txt
Effective Real-Time Android Application Auditing.,https://doi.org/10.1109/SP.2015.60,sp,2015,,,07163067.txt
All Your Biases Belong to Us: Breaking RC4 in WPA-TKIP and TLS.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/vanhoef,uss,2015,,,sec15-paper-vanhoef 2.31.51 PM.txt
Towards reducing the attack surface of software backdoors.,http://doi.acm.org/10.1145/2508859.2516716,ccs,2013,,,p851-schuster.txt
Incentive Compatibility of Bitcoin Mining Pool Reward Functions.,https://doi.org/10.1007/978-3-662-54970-4_28,fc,2016,,,28_Schrijvers 2.31.51 PM.txt
Neither Snow Nor Rain Nor MITM...: An Empirical Analysis of Email Delivery Security.,http://doi.acm.org/10.1145/2815675.2815695,imc,2015,,,p27-durumeric.txt
Gyrophone: Recognizing Speech from Gyroscope Signals.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/michalevsky,uss,2014,,,sec14-paper-michalevsky 2.31.52 PM.txt
On Semantic Patterns of Passwords and their Security Impact.,http://www.internetsociety.org/doc/semantic-patterns-passwords-and-their-security-impact,ndss,2014,,,
The Core of the Matter: Analyzing Malicious Traffic in Cellular Carriers.,http://internetsociety.org/doc/core-matter-analyzing-malicious-traffic-cellular-carriers,ndss,2013,,,02_5.txt
Harvesting Runtime Values in Android Applications That Feature Anti-Analysis Techniques.,http://www.internetsociety.org/sites/default/files/blogs-media/harvesting-runtime-values-android-applications-feature-anti-analysis-techniques.pdf,ndss,2016,,,
A Scanner Darkly: Protecting User Privacy from Perceptual Applications.,https://doi.org/10.1109/SP.2013.31,sp,2013,,,
Constant Communication ORAM with Small Blocksize.,http://doi.acm.org/10.1145/2810103.2813701,ccs,2015,,,p862-moataz.txt
Fides: selectively hardening software application components against kernel-level or process-level malware.,http://doi.acm.org/10.1145/2382196.2382200,ccs,2012,,,p2-strackx 2.31.53 PM.txt
Scheduling black-box mutational fuzzing.,http://doi.acm.org/10.1145/2508859.2516736,ccs,2013,,,p511-woo.txt
Minimizing private data disclosures in the smart grid.,http://doi.acm.org/10.1145/2382196.2382242,ccs,2012,,,p415-yang 2.31.52 PM.txt
D-mystifying the D-root address change.,http://doi.acm.org/10.1145/2504730.2504772,imc,2013,,,p57-lentz.txt
Flexible and scalable digital signatures in TPM 2.0.,http://doi.acm.org/10.1145/2508859.2516729,ccs,2013,,,p37-chen.txt
The Last Mile: An Empirical Study of Timing Channels on seL4.,http://doi.acm.org/10.1145/2660267.2660294,ccs,2014,,,p570-cock.txt
Faster Malicious 2-Party Secure Computation with Online/Offline Dual Execution.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/rindal,uss,2016,,,sec16_paper_rindal.txt
Request and Conquer: Exposing Cross-Origin Resource Size.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/goethem,uss,2016,,,sec16_paper_van-goethem.txt
Boxed Out: Blocking Cellular Interconnect Bypass Fraud at the Network Edge.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/reaves-boxed,uss,2015,,,sec15-paper-reaves-boxed.txt
HORNET: High-speed Onion Routing at the Network Layer.,http://doi.acm.org/10.1145/2810103.2813628,ccs,2015,,,p1441-chen.txt
Automated Attacks on Compression-Based Classifiers.,http://doi.acm.org/10.1145/2808769.2808778,ccsaisec,2015,,,p69-burago.txt
TLS in the Wild: An Internet-wide Analysis of TLS-based Protocols for Electronic Communication.,http://www.internetsociety.org/sites/default/files/blogs-media/tls-wild-internet-wide-analysis-tls-based-protocols-electronic-communication.pdf,ndss,2016,,,
C-FLAT: Control-Flow Attestation for Embedded Systems Software.,http://doi.acm.org/10.1145/2976749.2978358,ccs,2016,,,p743-abera 2.31.51 PM.txt
PharmaLeaks: Understanding the Business of Online Pharmaceutical Affiliate Programs.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/mccoy,uss,2012,,,sec12-final204.txt
Choreo: network-aware task placement for cloud applications.,http://doi.acm.org/10.1145/2504730.2504744,imc,2013,,,p191-lacurts.txt
On Non-cooperative Genomic Privacy.,https://doi.org/10.1007/978-3-662-47854-7_24,fc,2015,,,paper_91.txt
Identifying and Analyzing Pointer Misuses for Sophisticated Memory-corruption Exploit Diagnosis.,http://www.internetsociety.org/identifying-and-analyzing-pointer-misuses-sophisticated-memory-corruption-exploit-diagnosis,ndss,2012,,,P14_3.txt
Type Casting Verification: Stopping an Emerging Attack Vector.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/lee,uss,2015,,,sec15-paper-lee.txt
"SMV-Hunter: Large Scale, Automated Detection of SSL/TLS Man-in-the-Middle Vulnerabilities in Android Apps.",http://www.internetsociety.org/doc/smv-hunter-large-scale-automated-detection-ssltls-man-middle-vulnerabilities-android-apps,ndss,2014,,,10_3_1.txt
How secure are power network signature based time stamps?,http://doi.acm.org/10.1145/2382196.2382243,ccs,2012,,,p428-chuang 2.31.53 PM.txt
Resizable Tree-Based Oblivious RAM.,https://doi.org/10.1007/978-3-662-47854-7_9,fc,2015,,,paper_59.txt
Enemy of the State: A State-Aware Black-Box Web Vulnerability Scanner.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/doupe,uss,2012,,,sec12-final225.txt
PCTCP: per-circuit TCP-over-IPsec transport for anonymous communication overlay networks.,http://doi.acm.org/10.1145/2508859.2516715,ccs,2013,,,p349-alsabah.txt
Anatomization and Protection of Mobile Apps' Location Privacy Threats.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/fawaz,uss,2015,,,sec15-paper-fawaz.txt
Constants Count: Practical Improvements to Oblivious RAM.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ren-ling,uss,2015,,,sec15-paper-ren-ling.txt
Computer-Supported Cooperative Crime.,https://doi.org/10.1007/978-3-662-47854-7_3,fc,2015,,,paper_86.txt
Multiple Handshakes Security of TLS 1.3 Candidates.,https://doi.org/10.1109/SP.2016.36,sp,2016,,,07546519.txt
On the Security of TLS 1.3 and QUIC Against Weaknesses in PKCS#1 v1.5 Encryption.,http://doi.acm.org/10.1145/2810103.2813657,ccs,2015,,,p1185-jager.txt
Breaking Web Applications Built On Top of Encrypted Data.,http://doi.acm.org/10.1145/2976749.2978351,ccs,2016,,,p1353-grubbs 2.31.51 PM.txt
Majority Is Not Enough: Bitcoin Mining Is Vulnerable.,https://doi.org/10.1007/978-3-662-45472-5_28,fc,2014,,,fc14_submission_82.txt
"Give Me Letters 2 ,3 and 6!"": Partial Password Implementations and Attacks.""",https://doi.org/10.1007/978-3-642-39884-1_11,fc,2013,,,
Revoke and let live: a secure key revocation api for cryptographic devices.,http://doi.acm.org/10.1145/2382196.2382293,ccs,2012,,,p918-cortier 2.31.52 PM.txt
Throttling Tor Bandwidth Parasites.,http://www.internetsociety.org/throttling-tor-bandwidth-parasites,ndss,2012,,,sec12-final174.txt
Verified Contributive Channel Bindings for Compound Authentication.,http://www.internetsociety.org/doc/verified-contributive-channel-bindings-compound-authentication,ndss,2015,,,
Dancing with Giants: Wimpy Kernels for On-Demand Isolated I/O.,https://doi.org/10.1109/SP.2014.27,sp,2014,,,06956572.txt
New Security Threats Caused by IMS-based SMS Service in 4G LTE Networks.,http://doi.acm.org/10.1145/2976749.2978393,ccs,2016,,,p1118-tu 2.31.51 PM.txt
On Omitting Commits and Committing Omissions: Preventing Git Metadata Tampering That (Re)introduces Software Vulnerabilities.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/torres-arias,uss,2016,,,sec16_paper_torres-arias.txt
Are these Ads Safe: Detecting Hidden Attacks through the Mobile App-Web Interfaces.,http://www.internetsociety.org/sites/default/files/blogs-media/ads-safe-detecting-hidden-attacks-through-mobile-app-web-interfaces.pdf,ndss,2016,,,
Mind Your Blocks: On the Stealthiness of Malicious BGP Hijacks.,http://www.internetsociety.org/doc/mind-your-blocks-stealthiness-malicious-bgp-hijacks,ndss,2015,,,NDSS2015_Mind_Your_Blocks_Stealthiness_Malicious_BGP_Attacks.txt
CDN-on-Demand: An affordable DDoS Defense via Untrusted Clouds.,http://www.internetsociety.org/sites/default/files/blogs-media/cdn-on-demand-affordable-ddos-defense-via-untrusted-clouds.pdf,ndss,2016,,,
"Provable security of S-BGP and other path vector protocols: model, analysis and extensions.",http://doi.acm.org/10.1145/2382196.2382254,ccs,2012,,,p541-boldyreva 2.31.52 PM.txt
Laying a Secure Foundation for Mobile Devices.,http://www.internetsociety.org/doc/laying-secure-foundation-mobile-devices,ndss,2013,,,Presentation_Smalley.txt
Acing the IOC Game: Toward Automatic Discovery and Analysis of Open-Source Cyber Threat Intelligence.,http://doi.acm.org/10.1145/2976749.2978315,ccs,2016,,,p755-liao 2.31.51 PM.txt
Behind the Scenes of Online Attacks: an Analysis of Exploitation Behaviors on the Web.,http://internetsociety.org/doc/behind-scenes-online-attacks-analysis-exploitation-behaviors-web,ndss,2013,,,12_4_0.txt
Chappie Swarm: Persona-Driven Web Corpus Generation.,https://www.usenix.org/conference/cset16/workshop-program/presentation/kaufman,usscset,2016,,,cset16_paper-kaufman.txt
Simulation of Built-in PHP Features for Precise Static Code Analysis.,http://www.internetsociety.org/doc/simulation-built-php-features-precise-static-code-analysis,ndss,2014,,,04_5_0.txt
High-Throughput Semi-Honest Secure Three-Party Computation with an Honest Majority.,http://doi.acm.org/10.1145/2976749.2978331,ccs,2016,,,p805-araki 2.31.51 PM.txt
Connection-Oriented DNS to Improve Privacy and Security.,https://doi.org/10.1109/SP.2015.18,sp,2015,,,07163025.txt
A Cache Timing Attack on AES in Virtualization Environments.,https://doi.org/10.1007/978-3-642-32946-3_23,fc,2012,,,paper_70 2.31.53 PM.txt
Does Counting Still Count? Revisiting the Security of Counting based User Authentication Protocols against Statistical Attacks.,http://internetsociety.org/doc/does-counting-still-count-revisiting-security-counting-based-user-authentication-protocols,ndss,2013,,,10_5.txt
"Recommended For You"": A First Look at Content Recommendation Networks.""",http://dl.acm.org/citation.cfm?id=2987469,imc,2016,,,p17-bashir.txt
Online Tracking: A 1-million-site Measurement and Analysis.,http://doi.acm.org/10.1145/2976749.2978313,ccs,2016,,,p1388-englehardt 2.31.51 PM.txt
On significance of the least significant bits for differential privacy.,http://doi.acm.org/10.1145/2382196.2382264,ccs,2012,,,p650-mironov 2.31.52 PM.txt
"Stressing Out: Bitcoin Stress Testing"".""",https://doi.org/10.1007/978-3-662-53357-4_1,fcw,2016,,,BHMW16.txt
Going Native: Using a Large-Scale Analysis of Android Apps to Create a Practical Native-Code Sandboxing Policy.,http://www.internetsociety.org/sites/default/files/blogs-media/going-native-large-scale-analysis-android-apps-practical-native-code-sandboxing-policy.pdf,ndss,2016,,,
Factoring as a Service.,https://doi.org/10.1007/978-3-662-54970-4_19,fc,2016,,,19_Valenta 2.31.51 PM.txt
It's Free for a Reason: Exploring the Ecosystem of Free Live Streaming Services.,http://www.internetsociety.org/sites/default/files/blogs-media/free-reason-exploring-ecosystem-free-live-streaming-services.pdf,ndss,2016,,,
Multi-cloud oblivious storage.,http://doi.acm.org/10.1145/2508859.2516673,ccs,2013,,,p247-stefanov.txt
MalwareLab: Experimentation with Cybercrime Attack Tools.,https://www.usenix.org/conference/cset13/workshop-program/presentation/allodi,usscset,2013,,,cset13-allodi.txt
Safe Loading - A Foundation for Secure Execution of Untrusted Programs.,https://doi.org/10.1109/SP.2012.11,sp,2012,,,06234402 2.31.52 PM.txt
Telepathwords: Preventing Weak Passwords by Reading Users' Minds.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/komanduri,uss,2014,,,sec14-paper-komanduri 2.31.52 PM.txt
Signatures and Efficient Proofs on Committed Graphs and NP-Statements.,https://doi.org/10.1007/978-3-662-47854-7_18,fc,2015,,,paper_98.txt
All Your DNS Records Point to Us: Understanding the Security Threats of Dangling DNS Records.,http://doi.acm.org/10.1145/2976749.2978387,ccs,2016,,,p1414-liu 2.31.51 PM.txt
Longtime behavior of harvesting spam bots.,http://doi.acm.org/10.1145/2398776.2398823,imc,2012,,,p453-hohlfeld 2.31.53 PM.txt
Return-Oriented Flush-Reload Side Channels on ARM and Their Implications for Android Devices.,http://doi.acm.org/10.1145/2976749.2978360,ccs,2016,,,p858-zhang 2.31.51 PM.txt
Anatomy of a Personalized Livestreaming System.,http://dl.acm.org/citation.cfm?id=2987453,imc,2016,,,p485-wang.txt
DroidAuditor: Forensic Analysis of Application-Layer Privilege Escalation Attacks on Android (Short Paper).,https://doi.org/10.1007/978-3-662-54970-4_15,fc,2016,,,15_Heuser 2.31.51 PM.txt
Accumulators and U-Prove Revocation.,https://doi.org/10.1007/978-3-642-39884-1_15,fc,2013,,,5-3.txt
Smart and Secure Cross-Device Apps for the Internet of Advanced Things.,https://doi.org/10.1007/978-3-662-47854-7_17,fc,2015,,,paper_81.txt
"Beware, Your Hands Reveal Your Secrets!",http://doi.acm.org/10.1145/2660267.2660360,ccs,2014,,,
A Look at the Consequences of Internet Censorship Through an ISP Lens.,http://doi.acm.org/10.1145/2663716.2663750,imc,2014,,,p271-khattak.txt
Estimating Systematic Risk in Real-World Networks.,https://doi.org/10.1007/978-3-662-45472-5_27,fc,2014,,,fc14_submission_159.txt
Under-Constrained Symbolic Execution: Correctness Checking for Real Code.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ramos,uss,2015,,,sec15-paper-ramos.txt
Differential Privacy with Bounded Priors: Reconciling Utility and Privacy in Genome-Wide Association Studies.,http://doi.acm.org/10.1145/2810103.2813610,ccs,2015,,,p1286-tramer.txt
On the benefits of using a large IXP as an internet vantage point.,http://doi.acm.org/10.1145/2504730.2504746,imc,2013,,,p333-chatzis.txt
